strain	data source	year	month	region	location	continent	clade	group	MLVA	date	23SRna	Macrolide Susceptibility	time range	completeness	ST
115_22SD007	self	2022	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2022	A2063G	R	2020-2024	contigs	14
116_R466	self	2022	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2022	A2063G	R	2020-2024	contigs	14
126_M1334	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
127_M1348	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
135_M1108	self	NA	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	NA	A2063G	R	NA	contigs	14
18M1538	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	complete	14
191_21R755	self	2021	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2021	A2063G	R	2020-2024	contigs	14
196_21R827	self	2021	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2021	A2063G	R	2020-2024	contigs	14
197_21R754	self	2021	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2021	A2063G	R	2020-2024	contigs	14
201_21R828	self	2021	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2021	A2063G	R	2020-2024	contigs	14
2023086	self	2023	11	China	China-Shanxi	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	contigs	14
2023096	self	2023	11	China	China-Shanghai	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
2023123	self	2023	11	China	China-Jiangsu	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	contigs	14
2023140	self	2023	11	China	China-Shanxi	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
2023142	self	2023	11	China	China-Shanxi	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
2023165	self	2023	11	China	China-Liaoning	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	contigs	14
2023179	self	2023	11	China	China-Heilongjiang	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	contigs	-
2023180	self	2023	11	China	China-Heilongjiang	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	contigs	14
2023249	self	2023	11	China	China-Liaoning	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	contigs	14
2023256	self	2023	11	China	China-Liaoning	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
2023259	self	2023	11	China	China-Liaoning	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	contigs	14
2023326	self	2023	11	China	China-Liaoning	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
2023336	self	2023	11	China	China-Henan	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	contigs	14
204_21R805	self	2021	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2021	A2063G	R	2020-2024	contigs	14
206_19M1138	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
210_18M1088	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
219_18M1024	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
221_16R056	self	2016	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2016	A2063G	R	2016-2019	contigs	14
225_18M2240	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
23085	self	2023	11	China	China-Shanxi	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
23151	self	2023	11	China	China-Shanxi	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
23234	self	2023	11	China	China-Jiangsu	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
23352	self	2023	11	China	China-Henan	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.875	A2063G	R	2020-2024	complete	14
23492942	self	2023	1	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.792	A2063G	R	2020-2024	contigs	14
23R410	self	2023	8	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.625	A2063G	R	2020-2024	contigs	14
242_19M163	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
253_18M2335	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	complete	14
270_19M664	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	complete	14
273_19R290	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
274_19M652	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	complete	14
275_23R298	self	2023	7	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.542	A2063G	R	2020-2024	complete	14
276_19M457	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
280_19M1193	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
286_19M457	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	complete	14
287_19M098	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
296_19M1378	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-!-6-2	2019	A2063G	R	2016-2019	contigs	14
299_19M420	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
304_18M2350	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
316_19M741	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
319_19M453	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	complete	14
328_18M2258	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
355_18M1630	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	complete	14
356_18M2142	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
370_19R967	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
374_19M1064	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
390_18M1656	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
401_18M1268	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	complete	14
414_18M509	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
419-1_18M1255	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
420-1_18M386	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
420-2_17M1024	self	2017	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2017	A2063G	R	2016-2019	contigs	14
423-2_18M1311	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
427-1_18M1795	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
433_18R1661	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
438_23R448	self	2023	9	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.708	A2063G	R	2020-2024	contigs	14
452_18M2083	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
460_18R1916	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
465_19M1182	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
492187	self	2023	1	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.792	A2063G	R	2020-2024	complete	14
GCA_030924315	public	2020	NA	China	China (Taiwan)	Asia	T2-2-EC2	T2-2	3-5-6-2	2020	A2063G	R	2020-2024	contigs	14
GCA_030924655	public	2019	NA	China	China (Taiwan)	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
245_19M454	self	2019	NA	China	China-Beijing	Asia	T2-2-PRE2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
272_19M669	self	2019	NA	China	China-Beijing	Asia	T2-2-PRE2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
331_18M2315	self	2018	NA	China	China-Beijing	Asia	T2-2-PRE2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
462_19M260	self	2019	NA	China	China-Beijing	Asia	T2-2-PRE2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
DRR040049_PE	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-?-2	2011	NA	S	2010-2015	contigs	14
GCA_000283755	public	NA	NA	NA	NA	NA	T2-2-PRE2	T2-2	3-5-6-2	NA	NA	S	NA	complete	2
GCA_001296565	public	2005	NA	France	France	Europe	T2-2-PRE2	T2-2	3-?-6-2	2005	NA	S	1944-2009	contigs	14
GCA_001296685	public	1991	NA	Germany	Germany	Europe	T2-2-PRE2	T2-2	3-?-6-2	1991	NA	S	1944-2009	contigs	2
GCA_001296765	public	2011	NA	France	France	Europe	T2-2-PRE2	T2-2	3-5-?-2	2011	NA	S	2010-2015	contigs	-
GCA_002128005	public	2009	NA	Egypt	Egypt	Africa	T2-2-PRE2	T2-2	3-5-6-2	2009	NA	S	1944-2009	complete	-
GCA_002128125	public	2014	NA	United States	United States	Americas	T2-2-PRE2	T2-2	3-5-6-2	2014	NA	S	2010-2015	complete	14
GCA_002128265	public	1995	NA	United States	United States	Americas	T2-2-PRE2	T2-2	3-5-6-2	1995	NA	S	1944-2009	complete	15
GCA_002355715	public	2012	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2012	NA	S	2010-2015	complete	14
GCA_009810155	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009810175	public	2013	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2013	NA	S	2010-2015	contigs	14
GCA_009810255	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009810275	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009810495	public	1991	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-5-6-2	1991	NA	S	1944-2009	contigs	2
GCA_009810515	public	1991	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	1991	NA	S	1944-2009	contigs	2
GCA_009810535	public	1993	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	1993	NA	S	1944-2009	contigs	2
GCA_009810615	public	2009	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2009	NA	S	1944-2009	contigs	14
GCA_009810635	public	2010	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2010	NA	S	2010-2015	contigs	14
GCA_009810655	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009810675	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009810715	public	2012	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	3-5-6-2	2012	NA	S	2010-2015	contigs	-
GCA_009810855	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009810875	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009810935	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009810995	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-?-?-2	2011	A2063G	R	2010-2015	contigs	14
GCA_009811035	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-!-?-2	2011	NA	S	2010-2015	contigs	-
GCA_009811075	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-6-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009811115	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009811175	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-5-6-2	2011	A2063G	R	2010-2015	contigs	14
GCA_009811195	public	2011	NA	Japan	Japan	Asia	T2-2-PRE2	T2-2	?-5-6-2	2011	NA	S	2010-2015	contigs	14
GCA_009939745	public	2016	NA	South Korea	South Korea	Asia	T2-2-PRE2	T2-2	3-5-6-2	2016	NA	S	2016-2019	complete	14
GCA_009942155	public	2014	NA	South Korea	South Korea	Asia	T2-2-PRE2	T2-2	3-5-6-2	2014	NA	S	2010-2015	complete	14
GCA_009942915	public	2011	NA	South Korea	South Korea	Asia	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	complete	33
GCA_009943505	public	2011	NA	South Korea	South Korea	Asia	T2-2-PRE2	T2-2	3-5-6-2	2011	A2063G	R	2010-2015	complete	14
GCA_009944725	public	2011	NA	South Korea	South Korea	Asia	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	complete	14
GCA_009945865	public	2010	NA	South Korea	South Korea	Asia	T2-2-PRE2	T2-2	3-5-6-2	2010	NA	S	2010-2015	complete	14
GCA_030923175	public	2019	NA	China	China (Taiwan)	Asia	T2-2-PRE2	T2-2	3-5-6-2	2019	NA	S	2016-2019	contigs	14
GCA_030923455	public	2018	NA	China	China (Taiwan)	Asia	T2-2-PRE2	T2-2	3-5-6-2	2018	NA	S	2016-2019	contigs	14
GCA_030924545	public	2019	NA	China	China (Taiwan)	Asia	T2-2-PRE2	T2-2	3-!-6-2	2019	NA	S	2016-2019	contigs	14
GCA_030924835	public	2019	NA	China	China (Taiwan)	Asia	T2-2-PRE2	T2-2	3-5-6-2	2019	NA	S	2016-2019	contigs	14
GCA_030925075	public	2018	NA	China	China (Taiwan)	Asia	T2-2-PRE2	T2-2	3-5-6-2	2018	NA	S	2016-2019	contigs	14
SRR2598329_SE	public	NA	NA	Germany	Germany	Europe	T2-2-PRE2	T2-2	3-?-?-2	NA	NA	S	NA	contigs	2
SRR2598967_SE	public	2005	NA	France	France	Europe	T2-2-PRE2	T2-2	3-?-?-2	2005	NA	S	1944-2009	contigs	14
SRR3924603_PE	public	2011	NA	United States	United States	Americas	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	contigs	14
SRR3924612_PE	public	2007	NA	NA	NA	NA	T2-2-PRE2	T2-2	3-5-6-2	2007	NA	S	1944-2009	contigs	14
SRR3924622_PE	public	2012	NA	United States	United States	Americas	T2-2-PRE2	T2-2	3-5-6-2	2012	NA	S	2010-2015	contigs	14
SRR3924623_PE	public	2011	NA	United States	United States	Americas	T2-2-PRE2	T2-2	3-5-6-2	2011	NA	S	2010-2015	contigs	14
SRR3924624_PE	public	2014	NA	United States	United States	Americas	T2-2-PRE2	T2-2	3-5-6-2	2014	NA	S	2010-2015	contigs	14
SRR3924625_PE	public	2014	NA	United States	United States	Americas	T2-2-PRE2	T2-2	3-5-6-2	2014	NA	S	2010-2015	contigs	14
SRR3924629_PE	public	2013	NA	United States	United States	Americas	T2-2-PRE2	T2-2	3-5-6-2	2013	NA	S	2010-2015	contigs	14
SRR4023034_SE	public	2009	NA	NA	NA	NA	T2-2-PRE2	T2-2	3-?-?-2	2009	NA	S	1944-2009	contigs	14
SRR4023036_SE	public	2010	NA	Netherlands	Netherlands	Europe	T2-2-PRE2	T2-2	3-?-?-2	2010	NA	S	2010-2015	contigs	14
SRR4023044_SE	public	NA	NA	Germany	Germany	Europe	T2-2-PRE2	T2-2	3-?-?-2	NA	NA	S	NA	contigs	2
SRR4023048_SE	public	2008	NA	NA	NA	NA	T2-2-PRE2	T2-2	3-?-?-2	2008	NA	S	1944-2009	contigs	14
DRR040057_PE	public	1986	NA	Japan	Japan	Asia	Unassigned	Unassigned	?-?-?-2	1986	NA	S	1944-2009	contigs	3
ERR974266_PE	public	1967	NA	NA	NA	NA	Unassigned	Unassigned	4-5-7-2	1967	NA	S	1944-2009	contigs	3
ERR974268_PE	public	1968	NA	NA	NA	NA	Unassigned	Unassigned	4-5-7-2	1968	NA	S	1944-2009	contigs	5
GCA_009810775	public	1985	NA	Japan	Japan	Asia	Unassigned	Unassigned	?-?-?-2	1985	NA	S	1944-2009	contigs	3
DRR040055_PE	public	1976	NA	Japan	Japan	Asia	Unassigned	Unassigned	?-?-?-?	1976	NA	S	1944-2009	contigs	3
GCA_009810075	public	1988	NA	Japan	Japan	Asia	Unassigned	Unassigned	?-?-?-?	1988	NA	S	1944-2009	contigs	-
